country,date,document_number,error,language,listing_url,organization,provider,query,record_id,source_type,status,title,topics,url
World,1965-12-01,148009,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/301131587989584486/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-December-l-1965.pdf,English,http://documents.worldbank.org/curated/en/301131587989584486/Announcement-of-Settlement-of-Investment-Disputes-on-December-l-1965,World Bank,World Bank Documents & Reports,dispute settlement,31986087,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on December l, 1965",,https://documents.worldbank.org/curated/en/301131587989584486/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-December-l-1965.pdf
United States,1966-06-01,148004,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/630911587986411863/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-June-1-1966.pdf,English,http://documents.worldbank.org/curated/en/630911587986411863/Announcement-of-Settlement-of-Investment-Disputes-on-June-1-1966,World Bank,World Bank Documents & Reports,dispute settlement,31985819,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on June 1, 1966",,https://documents.worldbank.org/curated/en/630911587986411863/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-June-1-1966.pdf
India,2007-06-01,40324,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/852281468267351001/pdf/403240SP071301PUBLIC1.pdf,English,http://documents.worldbank.org/curated/en/852281468267351001/Are-all-labor-regulations-equal-Assessing-the-effects-of-job-security-labor-dispute-and-contract-labor-laws-in-India,World Bank,World Bank Documents & Reports,dispute settlement,7921177,Working Paper (Numbered Series),FAILED,"Are all labor regulations equal? Assessing the effects of job security, labor dispute and contract labor laws in India","Settlement of Investment Disputes,Construction Industry,Common Carriers Industry,Food & Beverage Industry,General Manufacturing,Pulp & Paper Industry,Plastics & Rubber Industry,Labor Markets,Business Cycles and Stabilization Policies,Rural Labor Markets",https://documents.worldbank.org/curated/en/852281468267351001/pdf/403240SP071301PUBLIC1.pdf
World,1965-03-29,147627,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/122541586932413458/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-March-29-1965.pdf,English,http://documents.worldbank.org/curated/en/122541586932413458/Announcement-of-Settlement-of-Investment-Disputes-on-March-29-1965,World Bank,World Bank Documents & Reports,dispute settlement,31953825,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on March 29, 1965",,https://documents.worldbank.org/curated/en/122541586932413458/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-March-29-1965.pdf
United States,1966-05-02,147641,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/608771586946211606/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-May-2-1966.pdf,English,http://documents.worldbank.org/curated/en/608771586946211606/Announcement-of-Settlement-of-Investment-Disputes-on-May-2-1966,World Bank,World Bank Documents & Reports,dispute settlement,31954297,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on May 2, 1966",,https://documents.worldbank.org/curated/en/608771586946211606/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-May-2-1966.pdf
World,1965-06-01,147849,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/429201587541328850/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-June-1-1965.pdf,English,http://documents.worldbank.org/curated/en/429201587541328850/Announcement-of-Settlement-of-Investment-Disputes-on-June-1-1965,World Bank,World Bank Documents & Reports,dispute settlement,31972143,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on June 1, 1965",,https://documents.worldbank.org/curated/en/429201587541328850/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-June-1-1965.pdf
United States,1966-04-04,147636,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/444141586934799243/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-April-4-1966.pdf,English,http://documents.worldbank.org/curated/en/444141586934799243/Announcement-of-Settlement-of-Investment-Disputes-on-April-4-1966,World Bank,World Bank Documents & Reports,dispute settlement,31953936,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on April 4, 1966",,https://documents.worldbank.org/curated/en/444141586934799243/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-April-4-1966.pdf
Liberia,2013-08-14,81365,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/842381468088151497/pdf/813650BRI0HowP00Box379814B00PUBLIC0.pdf,English,http://documents.worldbank.org/curated/en/842381468088151497/How-to-promote-order-and-property-rights-under-weak-rule-of-law-an-experiment-in-changing-dispute-resolution-behavior-through-community-education,World Bank,World Bank Documents & Reports,dispute settlement,18328224,Brief,FAILED,How to promote order and property rights under weak rule of law? : an experiment in changing dispute resolution behavior through community education,"Social Policy,Legal Products,Settlement of Investment Disputes,Judicial System Reform,Common Property Resource Development,Educational Sciences,Gender and Development,Legal Reform,Legislation,Regulatory Regimes",https://documents.worldbank.org/curated/en/842381468088151497/pdf/813650BRI0HowP00Box379814B00PUBLIC0.pdf
World,2015-09-04,100145,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/307021467994694584/pdf/100145-AR-Box393219B-PUBLIC-ICSID-AR15-ENG-CRA-highres.pdf,English,http://documents.worldbank.org/curated/en/307021467994694584/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2015-annual-report,World Bank,World Bank Documents & Reports,dispute settlement,25149644,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 2015 Annual Report,"International Trade and Trade Rules,Investment and Investment Climate,Legal Reform,Social Policy,Judicial System Reform,Legal Products,Legislation,Regulatory Regimes,Settlement of Investment Disputes,Energy Demand,Energy and Mining,Energy and Environment",https://documents.worldbank.org/curated/en/307021467994694584/pdf/100145-AR-Box393219B-PUBLIC-ICSID-AR15-ENG-CRA-highres.pdf
Philippines,1982-01-31,UNN169,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/724691492711474715/pdf/Philippines-Land-Settlement-Project.pdf,English,http://documents.worldbank.org/curated/en/724691492711474715/Philippines-Land-Settlement-Project,World Bank,World Bank Documents & Reports,dispute settlement,1554059,Working Paper,FAILED,Philippines - Land Settlement Project,"Food Security,Commodity Risk Management,Agricultural Economics,Energy and Natural Resources,Forests and Forestry,Forestry,Coastal and Marine Resources,Health Care Services Industry",https://documents.worldbank.org/curated/en/724691492711474715/pdf/Philippines-Land-Settlement-Project.pdf
United States,1966-01-03,147483,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/604201586337561901/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-January-3-1966.pdf,English,http://documents.worldbank.org/curated/en/604201586337561901/Announcement-of-Settlement-of-Investment-Disputes-on-January-3-1966,World Bank,World Bank Documents & Reports,dispute settlement,31938434,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on January 3, 1966",,https://documents.worldbank.org/curated/en/604201586337561901/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-January-3-1966.pdf
Iceland,1966-08-03,148463,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/265891589437235402/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-August-3-1966.pdf,English,http://documents.worldbank.org/curated/en/265891589437235402/Announcement-of-Settlement-of-Investment-Disputes-on-August-3-1966,World Bank,World Bank Documents & Reports,dispute settlement,32034534,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on August 3, 1966",,https://documents.worldbank.org/curated/en/265891589437235402/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-August-3-1966.pdf
World,1964-07-20,Z10,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/311951468322754613/pdf/Z1000Box345580B01Official0Use0Only1.pdf,English,http://documents.worldbank.org/curated/en/311951468322754613/Settlement-of-investment-disputes-consultative-meeting-of-legal-experts,World Bank,World Bank Documents & Reports,dispute settlement,11667680,Pre-2003 Economic or Sector Report,FAILED,Settlement of investment disputes : consultative meeting of legal experts,"Investment and Investment Climate,Social Policy,Human Rights,Legal Products,International Law,Judicial System Reform,Public Sector Economics,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction",https://documents.worldbank.org/curated/en/311951468322754613/pdf/Z1000Box345580B01Official0Use0Only1.pdf
World,1995-09-01,110174,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/561931479119821561/pdf/110174-AR-Box396327B-PUBLIC-ICSID-1995-Annual-Report.pdf,English,http://documents.worldbank.org/curated/en/561931479119821561/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-1995-Annual-Report,World Bank,World Bank Documents & Reports,dispute settlement,26934733,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 1995 Annual Report,"Treaties,International Law,Finance and Development,Legal Reform,Regulatory Regimes,Social Policy,Judicial System Reform,Legislation,Legal Products,Energy Demand,Energy and Mining,Energy and Environment",https://documents.worldbank.org/curated/en/561931479119821561/pdf/110174-AR-Box396327B-PUBLIC-ICSID-1995-Annual-Report.pdf
Netherlands,1966-09-15,148506,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/410961589522088625/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-September-15-1966.pdf,English,http://documents.worldbank.org/curated/en/410961589522088625/Announcement-of-Settlement-of-Investment-Disputes-on-September-15-1966,World Bank,World Bank Documents & Reports,dispute settlement,32038002,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on September 15, 1966",,https://documents.worldbank.org/curated/en/410961589522088625/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-September-15-1966.pdf
World,1973-07-30,34732,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/405571468781819292/pdf/34732.pdf,English,http://documents.worldbank.org/curated/en/405571468781819292/International-Center-for-Settlement-of-Investment-Disputes-ICSID-Seventh-annual-report-1972-1973,World Bank,World Bank Documents & Reports,dispute settlement,6491599,World Bank Annual Report,FAILED,International Center for Settlement of Investment Disputes (ICSID) : Seventh annual report 1972-1973,"Judicial System Reform,Legislation,Legal Reform,Social Policy,Legal Products,Regulatory Regimes,International Law,Treaties,Oil Refining & Gas Industry,Mining & Extractive Industry (Non-Energy),Energy Policies & Economics",https://documents.worldbank.org/curated/en/405571468781819292/pdf/34732.pdf
World,1965-09-01,147920,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/727201587627421847/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-September-1-1965.pdf,English,http://documents.worldbank.org/curated/en/727201587627421847/Announcement-of-Settlement-of-Investment-Disputes-on-September-1-1965,World Bank,World Bank Documents & Reports,dispute settlement,31975005,Announcement,FAILED,"Announcement of Settlement of Investment Disputes on September 1, 1965",,https://documents.worldbank.org/curated/en/727201587627421847/pdf/Announcement-of-Settlement-of-Investment-Disputes-on-September-1-1965.pdf
Cambodia,2006-10-01,40823,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/309161468222269820/pdf/408230Towards01nal0Justice01PUBLIC1.pdf,English,http://documents.worldbank.org/curated/en/309161468222269820/Towards-institutional-justice-a-review-of-the-work-of-Cambodias-Cadastral-Commission-in-relation-to-land-dispute-resolution,World Bank,World Bank Documents & Reports,dispute settlement,8269740,Working Paper,FAILED,Towards institutional justice? a review of the work of Cambodia's Cadastral Commission in relation to land dispute resolution,"Human Rights,Settlement of Investment Disputes,Judicial System Reform,City to City Alliances,National Urban Development Policies & Strategies,Regional Urban Development,Urban Economics,Urban Economic Development,Crime and Society,Urban Communities",https://documents.worldbank.org/curated/en/309161468222269820/pdf/408230Towards01nal0Justice01PUBLIC1.pdf
World,2005-07-01,34647,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/969521468140977865/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2005-annual-report.pdf,English,http://documents.worldbank.org/curated/en/969521468140977865/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2005-annual-report,World Bank,World Bank Documents & Reports,dispute settlement,6482303,World Bank Annual Report,FAILED,International Centre for Settlement of Investment Disputes (ICSID) 2005 Annual Report : International Centre for Settlement of Investment Disputes (ICSID) 2005 annual report,"Energy and Environment,Energy and Mining,Energy Demand,International Trade and Trade Rules,Regulatory Regimes,Social Policy,Judicial System Reform,Legislation,Legal Products,Legal Reform,Global Environment,Treaties,International Law",https://documents.worldbank.org/curated/en/969521468140977865/pdf/International-Centre-for-Settlement-of-Investment-Disputes-ICSID-2005-annual-report.pdf
